id,name,src,price,weapon_id
791,Inferno,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2dzX3AyNTBfaW5mZXJub19saWdodC5hNTE4Nzg5MDNlYWEwMjE1ODVjNzJmMjE1YTkzY2YwYWVhMzdlZThlLnBuZw--/auto/auto/85/notrim/4cc6ab912a5bfdbc5ba338be83595ae2.webp,0.39,23
792,Infrastructure,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9uZWdldl9oeV92ZXJ0aWdvc3ByYXlfbGlnaHQuZWE3YTMxOTVkNDhiYTJhMjhlZjE1ZTgxZDU5NTg2OGM4MjM3ZjQ1OC5wbmc-/auto/auto/85/notrim/545bc99e9412a32ab3f6a7b9aae51493.webp,12.20,20
793,Inheritance,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9hazQ3X2FrX3BvcmNlbGFpbl9saWdodC5kYzRmNzZmYzM2NTE3NWU0YWM0MmQxNGVhODQ3MmQ3NmNmM2ZhNjYzLnBuZw--/auto/auto/85/notrim/66286698568f34224b86256f3790dbad.webp,57.90,1
794,Inlay,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9yZXZvbHZlcl9nc19yZXZvbHZlcl9hY2FudGh1c19icm9uemVfbGlnaHQuOWNiMTQyMmViZTc3NTU0MDkyN2FlOTc0NzM1NjIyYWU0M2U2MzcyMC5wbmc-/auto/auto/85/notrim/d3fc91304ffd349b14742e4fd278c9b7.webp,0.02,NULL
795,Insomnia,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tYWc3X2N1X21hZzdfaW5zb21uaWFfbGlnaHQuYmY0ODYzMDkxMzNlNjcyYzcxM2E5MjQ1NjViMDliZGQzYTkwMDBmOC5wbmc-/auto/auto/85/notrim/9eff3c2ada87c81a7a41912443a3b01c.webp,0.02,16
796,Integrale,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zZzU1Nl9jdV9zZzU1M19yYWxseV9saWdodC5kNjI4MDIwNDkxMWNkODFiYjAzNDU3ODExNDBhYjk4NzMwMzliMDZiLnBuZw--/auto/auto/85/notrim/7383185fd198c9f1d29e47a2c3248177.webp,3.37,28
797,Interlock,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9ub3ZhX2h5X3ZlcnRpZ29pbGx1c2lvbl95ZWxsb3dfbGlnaHQuODZkMDI4MDk4NDUwZmM5NGQ2MzY2ZGI3MjYzN2MxYzJhMTk2NGZiYy5wbmc-/auto/auto/85/notrim/bc1e2b0d0b3df629003b23802684f2b8.webp,11.08,21
798,Irezumi,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl94bTEwMTRfeG0xMDE0X2lyZXp1bWlfbGlnaHQuOTI4OTJkYjViYjUxMjFlNGIwMzY1MWE3MTQ3ZmU2MzFjZDdkZGY1Yy5wbmc-/auto/auto/85/notrim/cabc103d8748919d9eb46ba553edb804.webp,0.06,NULL
799,"Iron Clad",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2dzX3AyNTBfbWV0YWxfcGFuZWxzX2xpZ2h0LmFmNjZmZDUxNDdmOTBiNWRmNjcxNjJmMjk1ZTFlMTExODQ4MTZmYjAucG5n/auto/auto/85/notrim/2d8b9e158c94dc63e5202ab17a6ecba4.webp,0.06,23
800,Ironwork,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nbG9ja19hcV9nbG9ja19kYXJrLWZhbGxfbGlnaHQuNjgyZjVlYWNmYzFhOTQzZjYzMDAwNzRlNzk3NTM4NTY4MWJkMWUwNy5wbmc-/auto/auto/85/notrim/79d5c1d880e659c2f7a019bec19ad7e0.webp,0.06,11
801,"Irradiated Alert",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tYWc3X3NwX251a2VzdHJpcGVfYnJvd25fbGlnaHQuNmQyNDhiNTUzYjU4OTcxNjFlMmUyNjZjYjk3MWUwOGIxOGVhNTQ5Ni5wbmc-/auto/auto/85/notrim/2d1652f5e444a6b5502628e900dff19d.webp,1.84,16
802,"Irradiated Alert",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9iaXpvbl9zcF9udWtlc3RyaXBlX2Jyb3duX2xpZ2h0LjE1NWRjMTAyNzJmNTJlMDVhYzVjMDM1ZTMzNWM2NDMwNjg5ZTY0NzYucG5n/auto/auto/85/notrim/ed524dcfc7eb812ce463f288140798f4.webp,2.20,25
803,"Irradiated Alert",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zYXdlZG9mZl9zcF9udWtlc3RyaXBlX2Jyb3duX2xpZ2h0Ljg3YjQ5MzZiMzQ1NzYzNTJhNTNlNDBhYmVjZmM1Y2RmZTQ4YTI0ZWUucG5n/auto/auto/85/notrim/5ec3975d76088c8159aa3b9cb65b9969.webp,1.99,26
804,Isaac,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl90ZWM5X2N1X3RlYzlfYXNpaW1vdl9saWdodC5mMWEzYWFhODNlZmRiZDljYzFlZmExZTQ0ZjViNTM3NzdhMmRjMzY1LnBuZw--/auto/auto/85/notrim/103832709dfe3f08c95e5ebbb20bea53.webp,1.66,30
805,Ivory,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9oa3AyMDAwX2N1X3AyMDAwX2l2b3J5X2xpZ2h0LmRmZmRiYzI3ZjAyOTcyNTA2OWM0NTU2YzQ3ODZlNzU1NDc0MTdmODEucG5n/auto/auto/85/notrim/52b24a426dbb569b953b6b1cd3c33061.webp,0.06,22
806,Jade,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3N0dWRkZWRfYnJva2VuZmFuZ19nbG92ZXNfb3BlcmF0aW9uMTBfbWV0YWxpY19ncmVlbl9saWdodC5mMmFlZjE2NjczNzAxMDhjMTIwNDVlOWQ2NDViZjI3M2FhYTA4YTljLnBuZw--/auto/auto/85/notrim/579cba9951bbea382935ce1211c98ea8.webp,80.68,61
807,Jaguar,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9hazQ3X2N1X3BhbnRoZXJfYWs0N19saWdodC5lMGI1Njg1MDcwOGE3YzFlNzI2MTVhODhjNjQ1NTJmNmQ5NmEwMDVhLnBuZw--/auto/auto/85/notrim/27d28d1e26099e18a8cc2adb422435af.webp,29.55,1
808,Jambiya,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl90ZWM5X2dzX3RlYzlfamFtYml5YV9saWdodC43MDUwNzBhZjIwYWU2YTc1NDRhYjk1MGM5MWVmYzliMDVjMDUyZDgzLnBuZw--/auto/auto/85/notrim/c35fcc5c1366272e71385835238bc6df.webp,0.44,30
809,Jawbreaker,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl91c3Bfc2lsZW5jZXJfdXNwc19kb2dneV9saWdodC4wM2NkNGIxMWUzYzA4MjhiNjllZDM0YTYxN2YyNmRlMmFhYjBjMThiLnBuZw--/auto/auto/85/notrim/2c9cfcaf6c208396684ea8e1eabe2806.webp,5.82,32
810,"Jet Set",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9hazQ3X2N1X3dlbGxfdHJhdmVsZWRfYWs0N19saWdodC4zNTJkNmM2MmQ3NTRlNjVmZWE3NDZjYTAzMzA2YjkzNWQ2MjNmZTY1LnBuZw--/auto/auto/85/notrim/66eb93ec2d90422d283fa3ff6edc0346.webp,224.61,1
811,"Judgement of Anubis",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9iaXpvbl9jdV9iaXpvbl9jdXJzZV9saWdodC4yZTIxYWVlYmRmNGJhM2RkY2MxNTk1NGQ3YmNhNTJhYWRkMzdiZTUxLnBuZw--/auto/auto/85/notrim/be8af54cfefbdfea68af2df624828109.webp,3.14,25
812,Jungle,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9maXZlc2V2ZW5fc29fanVuZ2xlX2xpZ2h0LmI3OWM3NjdhYTM5MWZkOTM4YWNlNjEyMGFmZThlNDk5NjEwMmIwN2MucG5n/auto/auto/85/notrim/e0747d3168fc724fcaaaaf869f453296.webp,1.20,8
813,Jungle,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tMjQ5X3NvX2p1bmdsZV9saWdodC43OWVjOGE0MDNmYmVhMmFjOTg4M2Y1YTUwYzQwMWQwOGU4MjI2ZTcwLnBuZw--/auto/auto/85/notrim/12e40cd3642fd0d49abe4936e49cab55.webp,2.95,12
814,Jungle,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl94bTEwMTRfc29fanVuZ2xlX2JyYXZvX2xpZ2h0Ljk2YzAzNTc4MzY4YWJkNzEyNWZjNDIyZDlkNDU4ZjA2OTA3YzFkMGUucG5n/auto/auto/85/notrim/3e77474992dffd22e368c48f9723ca1d.webp,1.98,NULL
815,"Jungle Dashed",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9jejc1YV9zcF90YXBlX3Nob3J0X2p1bmdsZV9saWdodC5lZDUxMjc3MmM4NjYwODVkMzdmNDNkZjM5ZGExZWQ1N2E5YzNmMjA0LnBuZw--/auto/auto/85/notrim/f6f4f54cc9240ad7b9306034cdababa7.webp,0.54,4
816,"Jungle Dashed",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nM3NnMV9zcF90YXBlX3Nob3J0X2p1bmdsZV9saWdodC43YTJiMjVkM2FjNjYwNTdlNTE3ZTdkNzM5NmZkNWY5ZGU2N2ZkODBhLnBuZw--/auto/auto/85/notrim/02de5d9cc9f5b1de5a3eedaa44352e2e.webp,0.01,9
817,"Jungle Dashed",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zc2cwOF9zcF90YXBlX3Nob3J0X2p1bmdsZV9saWdodC4zY2MzMjhlN2MxZWNiY2JkNjg4ZjNiNjAwNTAxNGRhOTdjNTJmMTA0LnBuZw--/auto/auto/85/notrim/e125c5e20f5b0d6f9134ba69979bb611.webp,0.48,29
818,"Jungle DDPAT",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tMjQ5X2h5X2RkcGF0X2p1bmdsZV9icmF2b19saWdodC5jMzIwZmQ5NDljN2ViNmM5ZjY0NmM5ZDg5ZGRlNjkwYTkwZjllYmQ4LnBuZw--/auto/auto/85/notrim/afea9d45bf55a77f393ad700f328ec71.webp,1.40,12
819,"Jungle Slipstream",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9iaXpvbl9oeV9iaXpvbl90b3JuX2dyZWVuX2xpZ2h0LjExYWMwNjQ1MjAyNDNhZGFhZTdjMjA1MjkwZTM4MDhkODVhYTc0OWIucG5n/auto/auto/85/notrim/1ba656e7f0c6cfb99b499e44fa1c0133.webp,0.17,25
820,"Jungle Slipstream",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zY2FyMjBfaHlfc2NhcjIwX2p1bmdsZV9zbGlwc3RyZWFtX2xpZ2h0LjJhNWNiYzA4OGVjMjFkYzQ1MTljZWVkMTY1NTcwZTRhMmNhOThmYjQucG5n/auto/auto/85/notrim/c158c6bc6fa01aec57b7d1e866bfb85d.webp,0.04,27
821,"Jungle Spray",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9hazQ3X3NwX3NwcmF5X2p1bmdsZV9saWdodC4yODIxZmYwNzEwMWE1ZjAxMzZiN2Y2OTEzZjQ0YzFiYjI1YzIyZGM3LnBuZw--/auto/auto/85/notrim/7ece85e51e8352ee8393d7f7d0ce4f35.webp,3.75,1
822,"Jungle Thicket",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zYXdlZG9mZl9zcF9wYWxtX2dyZWVuX2xpZ2h0LjNjNDM2OGVkNGQxMWU4YjA1YWY3NDY5NjMzMmJjMDI5YTA2NWQxMjcucG5n/auto/auto/85/notrim/38f97a978cabda82315d15c6ebdbbd7f.webp,3.35,26
823,"Jungle Tiger",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tNGExX2h5X3ZfdGlnZXJfbGlnaHQuYTI0YWNlMTYzYmVkM2YyMTg1Yzc3OGNkY2UwNzMwY2FjNTk3NGJmYS5wbmc-/auto/auto/85/notrim/69576b59006f1490aca0e221d72aa269.webp,5.48,13
824,"Junk Yard",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9yZXZvbHZlcl9nc19yOF9ydXN0a2luZ19saWdodC5jZWQ5YWM1OTZhOTlhMDBiMjYwNjZhODEwNzhhOTMyZDgzYmE5NGFiLnBuZw--/auto/auto/85/notrim/aaaafcb06cf5476b1e28766fed4183e5.webp,0.07,NULL
825,"Just Smile",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tcDdfbXA3X2p1c3Rfc21pbGVfbGlnaHQuY2MyOGQ0ZjhlNjcxYWYwMjk1NWVmMjM5ZGIxM2FmNTIwZTU3NDNhYy5wbmc-/auto/auto/85/notrim/ce47121e8eb998f7fdaadfc9092951a6.webp,0.73,17
826,Justice,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tYWc3X2dzX21hZzdfanVzdGljZV9saWdodC5iNDU0ZGQyNDFhYTRmMGI4MDA0YWJmNTE3YTgxNjZhZTA4YmQ5NDUzLnBuZw--/auto/auto/85/notrim/2a15d6082ab7eeac68d42518f99dec25.webp,1.23,16
827,Kami,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9maXZlc2V2ZW5faHlfa2FtaV9saWdodC4yZDNlOGNiZDMwMTdlMTJiNzBlNmRjMjUwZmEzYzZhYzQ3Y2Y0ODE0LnBuZw--/auto/auto/85/notrim/058244c97b80add1485c2ba942f6c4ca.webp,0.97,8
828,Kami,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nYWxpbGFyX2h5X2dhbGlsX2thbWlfbGlnaHQuZjQ5YjFiNjM5NzNiODNlNzVkZWVkNjEwYzYxZmUwMTRkNWZmNGY4My5wbmc-/auto/auto/85/notrim/7873ad26db5adc7200b6e35b12c44421.webp,1.86,10
829,"Keeping Tabs",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nM3NnMV9jdV9nM3NnMV90YWN0aWNhbG1hcF9saWdodC5lNmFkZjAwNWFjYjVlMTY1NzIwOThjMDExYmIyZmViNWY3OWEyMjk0LnBuZw--/auto/auto/85/notrim/4ebf5b79bafb6c5df585e49f76d2bb11.webp,0.23,9
830,"Kill Confirmed",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl91c3Bfc2lsZW5jZXJfY3VfdXNwX2tpbGxfY29uZmlybWVkX2xpZ2h0LjMxODU2N2IxMDNjMmU0OTdhOGVjYTQ2Y2EzZjdjZTEwYzdkYmRmNjMucG5n/auto/auto/85/notrim/5e700ee34a51e268c4b478f97d28ed59.webp,29.00,32
831,"King Snake",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3NsaWNrX2dsb3Zlc19zbGlja19zbmFrZXNraW5fd2hpdGVfbGlnaHQuN2IzMmQ5MjJlNjc0YmEwNmE1YjZlODc4NTkzY2FjOTEzMzkzOTA5NC5wbmc-/auto/auto/85/notrim/9447344f610c1a898f8c48bf4dda898e.webp,162.67,57
832,Kiss♥Love,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zYXdlZG9mZl9jdV9zYXdlZG9mZl9raXNzbG92ZV9saWdodC40ZjEwMjQ1MjFiMmZmZDlmZmI4ZGM5ZGU0ZDkwZTU2M2E3ODcwZDIwLnBuZw--/auto/auto/85/notrim/0b8699dfc51ca1d96ee519204902c2a3.webp,1.68,26
833,Kitbash,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tcDVzZF9nc19tcDVzZF93YXN0ZWxhbmRfbGVnYWN5X2xpZ2h0LmRjNzY0YzYyMDA3YmViNTVlZWE2NWFlOGRjODRlOTg1NjkwZjk1NGMucG5n/auto/auto/85/notrim/868a167a1e10202abcee46d8e4a0bfff.webp,0.22,18
834,Knight,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tNGExX3NpbGVuY2VyX2FtX21ldGFsc19saWdodC5iMjBlMmFmNzg0YTYyMTQyNGNhYWIzMmQwNDhlMmE3ODQyMTdjN2ZjLnBuZw--/auto/auto/85/notrim/6b0f6343cde23088f853f9f649d701b7.webp,2906.89,14
835,Koi,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9ub3ZhX2N1X25vdmFfa29pX2xpZ2h0LjQ5YmExYTc3NGMyNWYyMDUyY2RjNzJlMjY0MjBlZjJjNGNlMjE0MDYucG5n/auto/auto/85/notrim/4f5bdba1d6a87dad52af0e96840b19f8.webp,0.51,21
836,"Kumicho Dragon",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9kZWFnbGVfYXFfZGVzZXJ0ZWFnbGVfa3VtaWNob2RyYWdvbl9saWdodC5jNmYxNDRhMGY0NmVlZGFmYmExYjMwOGMyOTZmZTMzY2FiYzUzMmY1LnBuZw--/auto/auto/85/notrim/25a3b115a13a51390ce0c0b8406d4120.webp,10.86,5
837,"Lab Rats",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tcDVzZF9oeV9sYWJyYXRfbXA1X2xpZ2h0LmI5ZjQzNGMwNjJlYTI4YjY5YTk3N2FlYzM1YmE5ZTlhMTllNTBhNDIucG5n/auto/auto/85/notrim/dc97339ceb982cd988c2cbc48a8799e2.webp,0.05,18
838,Labyrinth,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl91bXA0NV9oeV9saW5lc19vcmFuZ2VfbGlnaHQuZmJiZTRhYmI5ZjFhYThmY2UyMWMwNjdjY2EyZjBiNjY5MGY3NWQ5Zi5wbmc-/auto/auto/85/notrim/8165d8768ae431b66c97a39ef6e0f08e.webp,0.06,31
839,"Lapis Gator",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tYWMxMF9hbV9tYWMxMF9lbGVjdHJpY2l0eV9saWdodC5hZWI1ODA5NGI0YTZhMTUzZjMzNmJkZTEyODhhYTM5YzNkZDQ1MjJkLnBuZw--/auto/auto/85/notrim/2c34de66781ef5a057a2a653f09b3a75.webp,0.50,15
840,"Last Dive",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tYWMxMF9hYV9tYWMxMF90aGVfbGFzdF9kaXZlX2xpZ2h0LmY2NGRlYjM2Y2ZlMDgxOTU3MDhjMGJlNDMzZjM2NjJkMjAzNDExZDYucG5n/auto/auto/85/notrim/f96e762debe42bafd21efd428c435466.webp,1.17,15
